1632647,1827,1918,2608,0.0729,0.2604,1.1132,0.393,-0.890,0.025
1632657,1807,1943,2574,0.0717,0.2625,1.1138,0.309,-0.804,0.038
1632667,1807,1922,2419,0.0710,0.2630,1.1131,0.086,-0.739,0.058
1632677,1806,1927,2491,0.0714,0.2621,1.1117,-0.224,-0.740,0.051
1632687,1825,1926,2532,0.0713,0.2606,1.1118,-0.548,-0.817,-0.035
1632697,1806,1923,2406,0.0712,0.2585,1.1127,-0.807,-0.884,-0.101
1632707,1818,1920,2444,0.0713,0.2578,1.1140,-0.982,-0.922,-0.093
1632717,1804,1940,2477,0.0718,0.2560,1.1133,-1.097,-0.941,-0.099
1632727,1825,1905,2516,0.0718,0.2549,1.1124,-1.149,-0.887,-0.098
1632737,1807,1956,2559,0.0733,0.2561,1.1148,-1.190,-0.877,-0.036
1632747,1821,1914,2423,0.0713,0.2544,1.1124,-1.135,-0.750,-0.116
1632757,1808,1955,2435,0.0712,0.2570,1.1113,-1.026,-0.613,0.021
1632767,1833,1911,2422,0.0711,0.2584,1.1127,-0.947,-0.610,0.098
1632777,1805,1949,2464,0.0708,0.2583,1.1113,-0.854,-0.646,-0.018
1632787,1827,1935,2490,0.0715,0.2587,1.1127,-0.757,-0.707,-0.064
1632797,1810,1943,2457,0.0717,0.2598,1.1129,-0.705,-0.758,-0.018
1632807,1816,1934,2469,0.0711,0.2600,1.1111,-0.739,-0.757,-0.010
1632817,1813,1940,2479,0.0713,0.2594,1.1124,-0.897,-0.808,-0.022
1632827,1812,1934,2665,0.0723,0.2570,1.1124,-1.080,-0.882,-0.086
1632837,1816,1895,2261,0.0718,0.2556,1.1126,-1.148,-0.882,-0.102
1632847,1807,1932,2471,0.0720,0.2565,1.1117,-1.122,-0.838,-0.005
1632857,1809,1955,2522,0.0721,0.2560,1.1119,-1.049,-0.810,0.023
1632867,1825,1917,2640,0.0715,0.2544,1.1126,-0.964,-0.805,-0.057
1632877,1807,1948,2590,0.0728,0.2544,1.1138,-0.895,-0.811,-0.053
1632887,1824,1925,2548,0.0728,0.2542,1.1144,-0.854,-0.780,-0.029
1632897,1823,1952,2473,0.0722,0.2544,1.1130,-0.819,-0.709,-0.022
1632907,1848,1928,2425,0.0726,0.2543,1.1122,-0.809,-0.684,0.010
1632917,1815,1938,2460,0.0710,0.2546,1.1125,-0.788,-0.690,0.001
1632927,1837,1924,2485,0.0697,0.2551,1.1117,-0.695,-0.660,-0.022
1632937,1805,1975,2424,0.0698,0.2561,1.1109,-0.599,-0.677,0.019
1632947,1833,1923,2419,0.0699,0.2566,1.1126,-0.533,-0.741,0.036
1632957,1808,1963,2409,0.0713,0.2573,1.1129,-0.464,-0.780,0.021
1632967,1809,1939,2164,0.0725,0.2579,1.1132,-0.440,-0.797,0.035
1632977,1806,1959,2438,0.0728,0.2577,1.1152,-0.496,-0.833,0.038
1632987,1811,1920,2478,0.0719,0.2565,1.1153,-0.591,-0.847,-0.005
