2070297,2537,1899,1870,-0.0706,0.1343,1.1378,-9.172,6.162,0.051
2070307,1681,1925,1897,-0.0689,0.1300,1.1392,-9.873,5.981,0.045
2070317,2558,1886,1862,-0.0680,0.1250,1.1396,-10.351,5.917,0.148
2070327,1674,1917,1898,-0.0678,0.1204,1.1366,-10.596,5.944,0.288
2070337,2560,1883,1867,-0.0682,0.1176,1.1381,-10.508,5.868,0.466
2070347,1690,1903,1849,-0.0679,0.1154,1.1376,-10.068,5.862,0.608
2070357,2587,1888,1850,-0.0680,0.1119,1.1370,-9.397,5.927,0.682
2070367,1706,1907,1898,-0.0683,0.1108,1.1374,-8.613,6.025,0.686
2070377,2590,1887,1869,-0.0685,0.1122,1.1388,-7.725,6.111,0.623
2070387,1723,1919,1884,-0.0689,0.1135,1.1380,-6.751,6.214,0.490
2070397,2605,1891,1850,-0.0684,0.1140,1.1378,-5.761,6.294,0.302
2070407,1724,1905,1883,-0.0691,0.1133,1.1384,-4.837,6.381,0.131
2070417,2629,1889,1861,-0.0692,0.1112,1.1389,-4.068,6.492,0.025
2070427,1745,1915,1888,-0.0704,0.1110,1.1396,-3.555,6.563,0.021
2070437,2629,1885,1858,-0.0716,0.1125,1.1404,-3.353,6.560,0.111
2070447,1749,1920,1894,-0.0729,0.1152,1.1389,-3.370,6.568,0.230
2070457,2648,1888,1852,-0.0730,0.1163,1.1387,-3.570,6.498,0.280
2070467,1764,1937,1872,-0.0710,0.1173,1.1384,-3.776,6.409,0.232
2070477,2650,1885,1850,-0.0700,0.1170,1.1388,-3.945,6.336,0.120
2070487,1767,1921,1876,-0.0693,0.1173,1.1405,-4.051,6.253,-0.010
2070497,2653,1887,1863,-0.0684,0.1176,1.1401,-4.074,6.235,-0.132
2070507,1800,1898,1896,-0.0690,0.1169,1.1392,-4.046,6.244,-0.225
2070517,2708,1884,1854,-0.0683,0.1153,1.1386,-3.990,6.318,-0.303
2070527,1817,1927,1877,-0.0709,0.1115,1.1387,-3.962,6.431,-0.345
2070537,2706,1886,1853,-0.0719,0.1078,1.1379,-4.004,6.499,-0.339
2070547,1815,1934,1864,-0.0739,0.1059,1.1385,-4.184,6.475,-0.302
2070557,2707,1889,1852,-0.0743,0.1041,1.1377,-4.446,6.375,-0.247
2070567,1831,1920,1904,-0.0733,0.1032,1.1368,-4.676,6.241,-0.204
2070577,2716,1892,1849,-0.0735,0.1032,1.1364,-4.752,6.089,-0.175
2070587,1835,1918,1872,-0.0730,0.1030,1.1386,-4.601,5.936,-0.163
2070597,2724,1887,1858,-0.0718,0.1029,1.1390,-4.167,5.858,-0.155
