1529862,1760,1883,1899,0.1377,0.1583,1.1298,-2.169,-0.214,0.195
1529872,1752,1910,1968,0.1379,0.1572,1.1291,-1.908,-0.170,0.171
1529882,1786,1881,1924,0.1382,0.1563,1.1307,-1.590,-0.115,0.153
1529892,1751,1912,1950,0.1382,0.1574,1.1307,-1.257,-0.083,0.167
1529902,1776,1897,1925,0.1373,0.1589,1.1317,-0.971,-0.044,0.196
1529912,1763,1922,1967,0.1367,0.1626,1.1330,-0.756,0.009,0.241
1529922,1769,1906,1934,0.1358,0.1650,1.1323,-0.676,0.104,0.257
1529932,1749,1932,1959,0.1357,0.1673,1.1331,-0.791,0.209,0.251
1529942,1803,1901,1921,0.1346,0.1683,1.1336,-1.112,0.300,0.189
1529952,1762,1928,1978,0.1331,0.1700,1.1324,-1.661,0.349,0.061
1529962,1860,1899,1928,0.1330,0.1705,1.1290,-2.291,0.390,-0.104
1529972,1769,1932,1978,0.1340,0.1692,1.1310,-2.907,0.300,-0.273
1529982,1848,1927,1952,0.1351,0.1669,1.1318,-3.504,0.251,-0.429
1529992,1821,1946,1976,0.1354,0.1630,1.1320,-4.001,0.291,-0.519
1530002,1889,1899,1957,0.1349,0.1605,1.1309,-4.412,0.336,-0.520
1530012,1820,1949,1985,0.1331,0.1579,1.1300,-4.718,0.382,-0.485
1530022,1890,1938,1974,0.1335,0.1553,1.1290,-4.963,0.384,-0.461
1530032,1886,1972,1995,0.1342,0.1538,1.1304,-5.047,0.358,-0.461
1530042,1926,1919,1956,0.1352,0.1516,1.1296,-4.976,0.381,-0.477
1530052,1875,1952,1977,0.1359,0.1498,1.1300,-4.781,0.383,-0.504
1530062,1907,1945,1979,0.1358,0.1492,1.1304,-4.518,0.384,-0.521
1530072,1832,1958,1995,0.1353,0.1472,1.1298,-4.214,0.396,-0.499
1530082,1927,1946,1993,0.1352,0.1453,1.1275,-3.878,0.387,-0.450
1530092,1906,1962,2016,0.1347,0.1440,1.1265,-3.543,0.362,-0.334
1530102,1880,1975,1988,0.1344,0.1438,1.1279,-3.209,0.243,-0.180
1530112,2081,1963,2017,0.1334,0.1448,1.1279,-2.797,0.176,-0.019
1530122,1896,1884,1983,0.1332,0.1454,1.1289,-2.340,0.163,0.072
1530132,1862,1972,2010,0.1342,0.1453,1.1318,-1.912,0.164,0.132
1530142,1831,1918,2006,0.1349,0.1475,1.1324,-1.553,0.234,0.191
1530152,1868,1973,2042,0.1349,0.1504,1.1325,-1.341,0.256,0.246
1530162,1932,1919,1994,0.1343,0.1535,1.1316,-1.282,0.325,0.269
1530172,1888,1947,2025,0.1338,0.1545,1.1318,-1.408,0.401,0.293
1530182,1853,1941,1997,0.1331,0.1536,1.1310,-1.758,0.454,0.303
1530192,1903,2016,2064,0.1323,0.1513,1.1303,-2.243,0.457,0.296
1530202,1856,1891,2031,0.1317,0.1502,1.1291,-2.670,0.456,0.291
1530212,1779,1904,2004,0.1305,0.1505,1.1273,-2.871,0.412,0.282
1530222,1928,1903,1981,0.1315,0.1501,1.1296,-2.818,0.292,0.296
1530232,1829,1961,2056,0.1322,0.1481,1.1291,-2.669,0.213,0.299
1530242,1855,1906,1989,0.1324,0.1456,1.1290,-2.551,0.206,0.334
1530252,1852,1918,2037,0.1311,0.1428,1.1292,-2.575,0.113,0.404
1530262,1875,1922,1968,0.1309,0.1414,1.1278,-2.693,-0.062,0.488
1530272,1763,1889,1964,0.1307,0.1415,1.1265,-2.734,-0.205,0.551
1530282,1940,1884,1984,0.1313,0.1422,1.1268,-2.534,-0.348,0.570
1530292,1780,2036,2020,0.1310,0.1436,1.1258,-2.026,-0.434,0.551
