644222,0,8022.25,-3853.96,16424.72,126.33,-55.36,-233.71
644235,0,8042.60,-3850.37,16434.98,119.66,-76.49,-233.17
644248,0,8070.08,-3853.90,16475.18,115.93,-74.19,-226.34
644261,0,8091.26,-3864.72,16453.75,112.94,-54.95,-213.47
644274,0,8093.01,-3861.37,16444.60,113.55,-34.36,-206.18
644287,0,8099.21,-3865.10,16428.48,116.04,-33.49,-205.34
644300,0,8112.97,-3860.08,16402.79,114.63,-42.19,-196.47
644313,0,8107.97,-3864.86,16404.63,111.91,-38.95,-185.18
644326,0,8123.18,-3858.29,16394.90,111.53,-21.56,-176.14
644339,0,8125.74,-3853.03,16411.12,114.42,-18.25,-169.31
644352,0,8095.79,-3870.43,16416.10,122.94,-5.40,-171.65
644365,0,8098.24,-3877.94,16404.08,118.15,-8.32,-171.52
644378,0,8135.39,-3887.95,16405.66,116.72,-7.26,-168.62
644391,0,8160.31,-3899.96,16405.33,111.58,16.40,-164.29
644404,0,8161.85,-3884.77,16381.86,123.06,45.32,-164.63
644417,0,8137.48,-3884.62,16394.29,125.25,83.25,-166.31
644430,0,8121.98,-3881.29,16400.23,113.80,74.60,-164.25
644443,0,8103.99,-3873.03,16392.99,100.04,48.48,-167.60
644456,0,8096.79,-3886.43,16385.59,94.03,22.59,-166.68
644469,0,8092.63,-3887.54,16382.07,98.42,10.87,-173.94
644482,0,8099.71,-3897.23,16374.46,102.74,1.09,-169.95
644495,0,8104.56,-3896.99,16351.57,105.99,-2.32,-170.56
644508,0,8103.65,-3902.39,16352.45,124.39,16.34,-172.85
644521,0,8095.72,-3909.11,16338.76,135.71,43.87,-176.88
644534,0,8100.58,-3918.49,16371.01,140.57,58.50,-170.90
644547,0,8103.66,-3921.99,16396.01,140.86,54.40,-165.52
644560,0,8097.33,-3928.79,16385.61,142.49,40.52,-171.62
644573,0,8098.66,-3924.64,16370.89,145.19,26.01,-180.69
644586,0,8114.13,-3923.71,16375.11,148.55,9.61,-180.56
644599,0,8123.31,-3917.37,16381.69,146.84,3.69,-188.24
644612,0,8133.04,-3919.49,16368.55,146.87,20.95,-188.80
644625,0,8142.44,-3909.19,16358.84,152.10,42.36,-188.24
644638,0,8153.95,-3915.36,16351.87,148.68,41.49,-183.79
644651,0,8174.36,-3919.48,16335.10,154.54,28.59,-176.83
644664,0,8190.69,-3923.59,16325.68,161.63,35.67,-158.67
644677,0,8207.75,-3930.07,16318.94,171.51,40.14,-133.53
644690,0,8217.40,-3930.46,16314.36,181.41,41.91,-107.63
644703,0,8219.52,-3921.17,16321.08,191.52,35.93,-92.10
644716,0,8209.22,-3921.73,16308.07,200.22,24.14,-79.68
644729,0,8204.17,-3914.99,16323.25,196.78,10.51,-70.34
644742,0,8212.94,-3935.19,16321.80,189.02,-32.99,-78.28
644755,0,8196.75,-3932.15,16316.64,172.62,-105.99,-93.22
644768,0,8171.00,-3943.32,16298.12,153.49,-231.19,-122.18
644781,0,8152.00,-3953.86,16267.29,139.39,-394.55,-165.94
644794,0,8155.20,-3981.49,16237.03,126.32,-578.64,-224.55
644807,0,8180.16,-4005.99,16260.83,145.85,-690.51,-262.84
644820,0,8235.33,-4062.39,16280.66,192.28,-682.21,-283.07
644833,0,8281.06,-4134.71,16346.93,281.63,-490.57,-247.26
644846,0,8320.85,-4162.17,16383.14,400.10,-213.66,-188.81
644859,0,8333.48,-4201.74,16440.92,531.28,90.68,-136.25
644872,0,8312.38,-4263.79,16490.33,686.22,361.14,-99.60
644885,0,8279.51,-4314.23,16543.47,835.58,536.71,-69.08
644898,0,8229.21,-4336.99,16593.17,974.06,666.37,-50.66
644911,0,8162.56,-4400.79,16773.74,1065.85,790.30,-60.33
644924,0,8138.05,-4441.43,16990.19,1103.28,948.04,-68.06
644937,0,8196.04,-4425.94,17176.15,1043.42,1002.83,-96.45
644950,0,8256.83,-4379.16,17339.32,934.34,1008.06,-122.96
644963,0,8300.67,-4351.32,17501.86,756.07,885.85,-185.97
644976,0,8376.53,-4311.46,17689.49,522.86,618.68,-259.77
644989,0,8431.63,-4259.57,17754.79,253.69,118.34,-314.02
645002,0,8520.50,-4218.05,17838.23,-74.45,-616.92,-357.22
645015,0,8635.60,-4136.84,17889.79,-428.16,-1526.34,-360.97
645028,0,8879.68,-4130.27,17887.83,-831.53,-2433.27,-322.18
645041,0,9069.35,-4193.82,17917.46,-1206.02,-3178.22,-281.94
645054,0,9488.28,-4505.46,17908.37,-1582.02,-3621.37,-229.75
645067,0,10088.22,-4971.56,17978.70,-1918.81,-3056.90,-199.40
645080,0,10288.18,-4701.25,18166.16,-2082.85,-1900.52,-193.12
645093,0,10415.34,-4656.20,18362.53,-2092.28,-247.22,-12.10
645106,0,10355.47,-4653.76,18432.42,-2167.83,1013.43,240.92
645119,0,10090.78,-4538.21,18316.34,-2335.46,1885.14,536.14
645132,0,9602.22,-4436.17,18194.67,-2624.37,2406.51,908.31
645145,0,9280.18,-4400.13,18033.34,-2862.29,2410.81,1370.05
645158,0,9277.74,-4371.31,18091.47,-3284.44,1921.25,1960.44
645171,174,9723.79,-4365.85,18072.38,-3760.55,1468.60,2747.75
645184,60,10600.64,-4482.28,17775.50,-4139.04,2003.08,3848.00
645197,589,11442.91,-4627.42,17762.00,-4195.03,4535.46,5427.40
645210,0,11702.33,-4645.14,17617.60,-3764.63,8795.37,7135.52
645223,141,11061.06,-4668.91,17391.68,-3128.90,13500.90,8452.42
645236,0,9232.05,-4376.73,17139.75,-2769.72,16715.72,8940.73
645249,1099,8345.64,-4453.38,17029.40,-3109.58,17461.97,9279.99
645262,37,7865.31,-4372.31,17285.12,-3951.26,17090.58,9851.39
645275,0,7469.85,-4314.64,17590.49,-4950.21,16644.86,10457.51
645288,282,7091.08,-4304.52,17658.79,-5784.17,16790.29,10841.61
645301,215,6305.66,-4483.61,17718.24,-6491.13,16794.83,10931.69
645314,243,5403.73,-4614.89,17405.79,-7398.51,15686.27,10875.95
645327,0,4350.99,-4855.91,16908.63,-8455.21,13501.01,10811.96
645340,0,3938.39,-5068.73,16433.31,-9330.57,11285.21,10751.57
645353,0,3367.51,-5362.18,16088.25,-9864.85,9894.97,10419.26
645366,1004,2868.41,-5814.55,15805.80,-10054.88,9170.38,9853.00
645379,81,2281.93,-6078.04,15091.04,-10102.71,8301.50,9240.20
645392,0,1257.54,-6556.83,14149.63,-10015.76,7185.40,8536.96
645405,1090,721.23,-6922.26,13395.71,-9845.61,5749.12,7843.37
645418,342,139.39,-7311.41,12816.56,-9512.69,4713.10,7040.30
645431,97,-238.09,-7623.53,12314.05,-8929.95,4085.28,6205.24
645444,0,-704.07,-7971.62,11841.64,-8124.76,3691.22,5303.19
645457,0,-1018.46,-8265.30,11397.31,-7237.81,3061.38,4440.55
645470,19,-1171.57,-8518.64,11091.45,-6359.05,2366.30,3633.64
645483,0,-1329.25,-8706.11,10979.56,-5471.84,1894.84,2867.31
645496,204,-1299.40,-8885.69,10929.25,-4476.07,1584.67,2193.65
645509,0,-1350.72,-8994.95,11070.60,-3474.06,1281.74,1523.32
645522,0,-1242.98,-9042.36,11264.48,-2548.44,913.59,1003.86
645535,0,-1135.98,-9062.69,11611.58,-1769.96,499.87,508.89
645548,0,-967.19,-9069.35,11973.27,-1124.56,241.90,94.71
645561,0,-832.95,-9132.28,12375.41,-555.05,85.72,-276.83
645574,36,-639.16,-9165.83,12830.73,-69.24,-120.63,-580.27
645587,0,-476.13,-9179.06,13198.99,340.21,-419.70,-835.41
645600,389,-292.10,-9194.45,13584.79,659.37,-698.96,-990.73
645613,0,-36.88,-9230.76,14014.23,873.49,-936.57,-1085.58
645626,0,154.49,-9322.21,14430.59,1016.79,-1091.05,-1120.07
645639,3,274.00,-9425.77,14767.67,1090.44,-1193.04,-1130.45
645652,691,328.80,-9587.01,15082.94,1128.15,-1234.23,-1133.36
645665,0,327.84,-9723.21,15317.55,1152.32,-1306.19,-1154.89
645678,0,393.47,-9873.77,15553.24,1140.85,-1320.75,-1130.51
645691,0,405.98,-9980.62,15736.99,1131.68,-1276.00,-1128.61
645704,0,416.78,-10108.49,15912.79,1167.55,-1045.60,-1120.29
645717,0,486.22,-10154.79,16095.83,1197.84,-813.08,-1118.23
645730,698,536.18,-10203.84,16225.47,1209.87,-588.46,-1091.78
645743,111,608.94,-10248.67,16306.77,1182.70,-425.57,-1032.03
645756,0,681.56,-10269.34,16352.62,1111.36,-353.66,-940.02
645769,451,704.44,-10276.27,16399.70,998.49,-310.73,-824.62
645782,0,677.96,-10261.01,16336.56,858.39,-327.98,-726.29
645795,0,662.36,-10248.01,16262.05,733.51,-307.38,-627.04
645808,65,637.89,-10216.01,16232.04,625.01,-274.11,-582.63
645821,0,615.91,-10196.01,16166.43,515.01,-244.29,-569.70
645834,0,595.13,-10169.61,16081.14,393.41,-264.83,-565.96
645847,0,599.30,-10154.08,15961.71,274.52,-363.86,-549.17
645860,198,639.44,-10151.27,15846.17,155.22,-483.49,-526.74
645873,248,598.75,-10135.42,15684.94,74.38,-606.79,-533.19
645886,27,627.80,-10093.93,15570.35,33.90,-688.23,-538.55
645899,0,638.24,-10056.75,15474.68,34.72,-714.99,-563.04
645912,0,701.79,-10023.00,15405.34,83.58,-653.39,-573.03
645925,0,807.84,-9985.60,15337.08,151.06,-545.51,-577.23
645938,0,887.87,-9957.28,15236.86,232.05,-463.41,-598.58
645951,0,886.29,-9909.02,15198.29,302.84,-439.13,-613.86
645964,0,893.84,-9882.42,15172.23,362.27,-468.10,-629.09
645977,0,931.07,-9864.33,15192.99,388.42,-467.08,-650.27
645990,347,943.26,-9807.47,15183.99,386.33,-521.47,-688.02
646003,0,925.80,-9777.17,15165.59,382.67,-594.17,-737.41
646016,0,995.84,-9742.54,15202.87,353.33,-666.54,-769.93
646029,375,1073.47,-9747.63,15202.30,299.87,-777.63,-796.15
646042,0,1140.38,-9747.71,15172.24,257.29,-816.50,-814.72
646055,0,1221.90,-9758.96,15206.59,238.43,-800.60,-803.37
646068,0,1305.52,-9762.37,15214.87,241.15,-770.48,-774.30
646081,0,1277.22,-9792.30,15211.10,290.92,-683.19,-777.04
646094,0,1400.97,-9824.24,15244.88,379.73,-528.55,-721.63
646107,68,1463.98,-9832.19,15264.70,475.39,-364.64,-689.70
646120,0,1471.98,-9847.35,15226.96,581.11,-242.31,-653.76
646133,123,1465.59,-9871.48,15275.17,689.29,-127.45,-622.01
646146,0,1478.07,-9850.79,15326.54,773.83,-86.96,-605.01
646159,0,1439.26,-9845.43,15402.83,828.06,-32.37,-602.81
646172,178,1417.80,-9837.14,15466.26,863.05,-22.89,-590.25
646185,0,1403.04,-9838.51,15509.01,883.64,-21.52,-595.40
646198,0,1432.84,-9816.41,15615.21,869.91,-44.01,-613.72
646211,354,1467.87,-9787.53,15681.77,812.33,-131.21,-622.77
646224,0,1481.49,-9778.02,15686.21,736.46,-197.57,-635.02
646237,135,1529.20,-9744.02,15760.17,646.97,-253.05,-640.42
646250,0,1556.96,-9744.82,15746.54,585.78,-254.24,-649.53
646263,0,1654.37,-9716.65,15772.43,540.02,-215.79,-649.23
646276,0,1692.29,-9698.12,15758.74,482.22,-220.04,-645.38
646289,0,1758.63,-9688.10,15768.59,418.57,-245.83,-599.10
646302,0,1830.91,-9678.48,15766.88,345.66,-303.46,-529.28
646315,3,1810.33,-9672.38,15735.90,275.53,-349.97,-480.43
646328,0,1766.66,-9686.71,15649.52,246.02,-393.38,-446.14
646341,0,1735.73,-9671.76,15658.82,207.42,-470.30,-422.31
646354,0,1710.18,-9647.81,15639.85,177.13,-558.04,-417.25
646367,0,1707.35,-9639.85,15594.28,138.31,-656.43,-431.80
646380,0,1685.08,-9642.28,15577.83,102.45,-748.15,-444.64
646393,305,1740.86,-9639.42,15583.86,54.16,-857.12,-452.71
646406,4,1763.09,-9663.54,15502.29,51.33,-905.09,-480.37
646419,870,1762.47,-9674.03,15501.83,66.26,-874.47,-502.30
646432,0,1812.38,-9711.23,15460.67,141.81,-727.98,-494.84
646445,0,1873.90,-9699.38,15498.13,243.25,-520.98,-508.07
646458,0,1885.52,-9675.50,15448.11,339.40,-373.39,-530.06
646471,0,1888.42,-9639.60,15420.08,425.12,-323.71,-522.64
646484,0,1917.93,-9640.48,15373.67,474.89,-329.17,-494.72
646497,0,1918.35,-9617.19,15381.33,513.52,-333.53,-467.97
646510,0,1961.88,-9588.15,15366.67,573.61,-302.23,-450.38
646523,376,1944.70,-9530.52,15354.13,648.69,-268.98,-446.70
646536,0,1899.76,-9501.22,15277.71,727.55,-290.19,-461.56
646549,0,1920.61,-9459.37,15311.77,786.24,-275.55,-480.45
646562,0,1966.09,-9405.90,15339.81,812.39,-281.64,-517.56
646575,0,1978.47,-9365.52,15330.25,826.31,-278.11,-554.25
646588,0,2000.38,-9313.21,15319.40,815.05,-369.69,-566.40
646601,0,2019.50,-9290.57,15286.72,781.24,-554.35,-576.12
646614,0,2032.40,-9287.66,15242.18,753.59,-726.88,-563.69
646627,0,2101.12,-9262.93,15224.14,750.47,-855.50,-540.36
646640,0,2132.10,-9240.74,15191.31,766.18,-959.00,-531.68
646653,0,2164.08,-9218.99,15125.85,823.34,-1083.60,-507.95
646666,121,2228.86,-9201.59,14935.88,909.08,-1244.88,-507.16
646679,0,2211.09,-9183.68,14887.11,1042.26,-1337.11,-534.93
646692,0,2299.27,-9146.94,14842.49,1224.01,-1309.08,-519.34
646705,0,2332.22,-9105.55,14848.39,1442.81,-1151.87,-561.27
646718,0,2343.37,-9031.64,14813.11,1683.65,-1020.69,-613.82
646731,0,2346.70,-8888.51,14771.29,1900.52,-1004.76,-679.65
646744,0,2383.76,-8754.81,14693.83,2075.61,-1214.20,-804.92
646757,0,2451.81,-8570.25,14519.87,2231.89,-1599.16,-955.94
646770,0,2568.65,-8356.20,14494.29,2342.91,-2104.13,-1141.75
646783,0,2638.12,-8120.16,14574.63,2425.13,-2521.70,-1436.00
646796,0,2492.89,-7947.33,14618.91,2509.90,-2820.96,-1842.00
646809,0,2301.51,-7921.06,14619.13,2653.12,-3070.77,-2366.40
646822,0,2197.21,-7891.25,14539.30,2779.30,-3519.82,-2945.72
646835,0,2200.97,-7905.00,14505.04,2904.64,-4192.65,-3501.98
646848,0,2381.58,-7792.00,14566.43,3050.91,-4915.52,-3998.78
646861,0,2749.26,-7681.60,14754.75,3280.53,-5422.42,-4311.42
646874,0,3015.41,-7625.28,15013.40,3585.02,-5606.33,-4585.74
646887,0,3447.53,-7596.22,15177.92,3955.82,-5837.07,-4794.79
646900,0,3252.42,-7796.98,15221.54,4495.66,-5458.25,-5078.83
646913,158,3179.54,-7737.58,14730.83,5667.72,-5519.00,-5603.87
646926,0,3276.43,-8015.67,14819.86,6171.78,-5883.60,-5930.29
646939,0,3133.94,-7966.93,14993.49,6586.82,-6144.88,-6356.84
646952,0,3217.56,-7945.55,15161.99,7055.46,-6084.51,-6751.07
646965,0,3524.44,-7611.64,15391.19,7366.77,-5344.21,-7046.25
646978,0,3958.76,-7210.91,15786.55,7628.61,-4410.56,-7298.00
646991,0,4541.40,-6874.33,16250.04,7816.49,-3412.05,-7433.00
647004,0,5122.72,-6541.86,16704.84,7886.99,-2361.04,-7473.80
647017,0,5555.78,-6223.89,17035.87,7866.79,-1315.83,-7465.64
647030,0,5835.82,-5871.91,17297.50,7746.24,-493.27,-7381.31
647043,0,5984.66,-5512.73,17503.60,7535.59,41.39,-7272.85
647056,0,6116.53,-5168.58,17676.48,7201.27,73.31,-7124.48
647069,0,6279.62,-4865.27,17889.18,6745.02,-270.55,-6977.79
647082,0,6391.70,-4641.81,18099.35,6165.01,-863.44,-6852.23
647095,0,6602.16,-4475.85,18284.28,5511.21,-1528.15,-6697.98
647108,0,6900.13,-4355.08,18375.42,4848.37,-2107.32,-6446.59
647121,0,7225.70,-4246.46,18439.54,4202.50,-2501.06,-6140.67
647134,0,7562.16,-4187.57,18416.43,3639.40,-2616.65,-5794.33
647147,0,7835.33,-4142.06,18298.75,3191.12,-2485.32,-5374.67
647160,0,8033.06,-4102.45,18177.40,2859.89,-2289.85,-4933.33
647173,0,8126.45,-4128.36,18116.32,2624.11,-2042.28,-4490.07
647186,0,8197.16,-4201.09,18264.25,2430.09,-1804.83,-4060.85
647199,0,8324.93,-4250.47,18528.20,2208.27,-1670.26,-3661.28
647212,0,8491.94,-4285.17,18775.36,1940.62,-1579.41,-3267.63
647225,0,8640.75,-4268.14,18914.69,1647.69,-1583.33,-2875.10
647238,281,8691.00,-4217.71,18902.95,1353.56,-1681.66,-2507.88
647251,0,8592.80,-4126.17,18746.36,1049.64,-1982.53,-2192.91
647264,0,8559.04,-4043.34,18489.89,724.52,-2419.02,-1896.52
